DEPTH	O=iifrd∅/bm-2--1FEE=2FFF=3FFF=4FFFL{EE--∅/------1EEE=2EEE=3EEE=4EEE
DESERT (v. 1 alt.)	O{iitd∅/td-2--1EEE<2iii=3FFF=4FFFO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFO=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFFO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFO=iifrd∅/bm--3-1EEEx2Eii<3FFE=4FFEO=iEfrd∅/rp-2--1iFi<2FFF=3FFF=4FFF
DESERT (v. 2)	L{EE--∅/------1EEE{2EEE{3EEE{4EEE
DESIGN (v. 1)	O=iiud∅/frM--3-1EEE{2EEE{3EEE{4EEE
DESIGN (v. 2)	L{EE--∅/------1EEE=2EEE=3EEE=4EEEO{iifrd∅/bd--3-1FEE=2FEE=3iii=4iii
DESSERT	U<EE--∅/------1iEE=2iEE=3iEE=4iEEL{EE--∅/------1Eii{2Eii{3Eii{4Eii
DESSERT (alt.)	O{iitd∅/td-2--1EEE<2iii=3FFF=4FFFO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFO=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFFO=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFFO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFO=iifrd∅/bm--3-1EEEx2Eii<3FFE=4FFEO=iEfrd∅/rp-2--1iFi<2FFF=3FFF=4FFF
DESTROY	L{EE--∅/------1EFi{2EFi{3EFi{4EFiU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFF
DEVELOP (v. 1)	L{EE--∅/------1EEE=2EEE=3EEE=4EEEO=iifrd∅/frM--3-1EEE=2EEE=3EEE=4EEE
DEVELOP (v. 2)	O=EEud∅/frm-2--1iEE=2iEE=3iEE=4iEE
DEVIL	L{EE--∅/------1Eii{2Eii<3FFE=4FFE
DEVOUR	L{EE--∅/------1FEE=2FEE=3FEE=4FEE
DIAMOND (v. 1)	O{iitd∅/td-2--1EEE<2iii=3FFF=4FFFU<EE--∅/------1iEE=2iEE=3iEE=4iEE
DIAMOND (v. 2)	L{EE--∅/------1EEE{2FEE{3iEE{4EEEU<EE--∅/------1iEE=2iEE=3iEE=4iEE
DIAMOND (v. 3)	O{iitd∅/td-2--1EEE<2iii=3FFF=4FFF
DIAMOND (v. 4)	O=iifrd∅/bm-2--1FEE=2FFF=3FFF=4FFF
DIAPER	O{EE--∅/------1iEE{2iEE<3FFE=4FFEO{EEfrd∅/frd12--1FEE=2FEE=3FFF=4FFF
DICE	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFFL{EE--∅/------1EEE{2EEE{3EEE{4EEE
DICTIONARY	O{iitd∅/td-2--1EEE<2iii=3FFF=4FFFL{EE--∅/------1EEE=2EEE=3EEE=4EEE
DIE	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
DIFFERENT	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
DIG (v. 1)	U=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFF
DIG (v. 2)	L{EE--∅/------1Eii{2Eii{3Eii{4Eii
DILEMMA	L{EE--∅/------1FEE=2FEE=3FFE=4FFEO=iifrd∅/frM--3-1EEE=2EEE=3EEE=4EEE
DINNER	O{EEfrd∅/td12--1Fii=2Fii=3Fii=4Fii
DINOSAUR	O{iifrd∅/bd--3-1EFi{2EFi<3iii=4iii
DIP	O{iitd∅/td-2--1EEE<2iii=3FFF=4FFFO=iifrd∅/bm1---1FFE=2FFE=3FFE=4EEEO=EEfrd∅/rp-2--1EEE<2FEE=3FFE=4FFE
DIRECTOR	O=iifrd∅/bm-2--1EFi<2FFF=3FFF=4FFF
DIRTY	O{EE--∅/------1EEE{2EEE{3EEE{4EEE
DISAGREEMENT	O=iifrd∅/bm-2--1FEE=2FFF=3FFF=4FFFO=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
DISAPPEAR (v. 1)	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFFL{EE--∅/------1EEE=2EEE=3EEE=4EEE
DISAPPEAR (v. 2)	O{EEfrd∅/frd12--1FEE=2FEE=3FEE=4FEEU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFF
DISAPPOINTED	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
DISCONNECT	O{iitd∅/td1---1iii{2iEE{3EEE{4EEEO{ii--∅/------1iii{2iEE{3EEE{4EEE
DISLIKE	O{EE--∅/------1EEE{2FEE<3iEE{4EEEO{iifrd∅/frd-2--1EEE{2iiE<3iEE{4EEEO{EE--∅/------1EEE{2EEE{3EEE{4EEE
DISPATCH	L{EE--∅/------1FEE=2FEE=3FEE=4FEEL{EE--∅/------1EEE=2EEE=3EEE=4EEEU<EE--∅/------1iEE=2iEE=3iEE=4iEE
DISRUPT	L{EE--∅/------1Eii{2Eii{3Eii{4Eii
DYE	O{iitd∅/td1---1iii{2iEE{3EEE{4EEE
DUTY	O{iitd∅/td-2--1EEE<2iii=3FFF=4FFFU<EE--∅/------1iEE=2iEE=3iEE=4iEE
DUMB	U=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFF
DUE (v.1)	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFFL{EE--∅/------1EEE=2EEE=3EEE=4EEE
DUE (v.2)	O{iitd∅/td-2--1EEE<2iii=3FFF=4FFFO{iifrd∅/bd--3-1EEE=2EEE<3iii=4iiiO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFF
DUCK (v.1)	O{EE--∅/------1iEE{2iEE<3FFE=4FFEO{EEfrd∅/frd1---1FEE=2FFF=3FFF=4FFF
DUCK (v.2)	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFFO=iifrd∅/frM--3-1EEE=2EEE=3EEE=4EEE
DRY	O=iifrd∅/bm-2--1EFi<2FFF=3FFF=4FFF
DRUNK (v.1)	L{EE--∅/------1FFF=2FFF=3FFF=4FFF
DRUNK (v.2)	O=iifrd∅/frM--3-1EEE=2EEE=3EEE=4EEE
DRUM (v.1)	U=EEfrd∅/rm1---1iFi=2FFF=3FFF=4FFFU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFF
DRUM (v.2)	U=EEfrd∅/rm1---1iFi=2FFF=3FFF=4FFF
DRUG (v.2)	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFF
DRUG (v.1)	L{EE--∅/------1EEE{2FEE{3iEE{4EEE
DROWN (v.1)	L{EE--∅/------1Eii{2Eii{3Eii{4Eii
DROWN (v.2)	L{EE--∅/------1FFF=2FFF=3FFF=4FFFU<EE--∅/------1iEE=2iEE=3iEE=4iEE
DROP (v.1)	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFFO=iifrd∅/bm-2--1FEE=2FFF=3FFF=4FFF
DROP (v.2)	O{iifrd∅/bd--3-1FEE=2FEE=3iii=4iii
DROP (v.3)	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFFO{EE--∅/------1EEE{2EEE{3EEE{4EEE
DROP (v.5)	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFFL{EE--∅/------1Eii{2Eii{3Eii{4Eii
DRIP 	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFFO=iifrd∅/bm-2--1FEE=2FFF=3FFF=4FFF
DRIVE (v.1)	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFF
DRIVE (v.2)	O=EEtd∅/frm1---1iFF<2FFF=3FFF=4FFF
DRIVE (v.3)	U=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFF
DRINK	O{EE--∅/------1Eii=2Eii=3Eii=4Eii
DRILL (v.1)	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFFL{EE--∅/------1EEE=2EEE=3EEE=4EEE
DRILL (v.2)	O{iitd∅/td12--1iii=2iii=3iii=4iii
DRILL (v.3)	U=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFO=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
DRESS (v.2)	O{EE--∅/------1EEE{2EEE{3EEE{4EEE
DREAM	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFFO=iifrd∅/bm-2--1EFi<2FFF=3FFF=4FFF
DRAWER	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFF
DRAW (v.1)	O=iifrd∅/bm1---1FFE=2FFE=3FFE=4EEEL{EE--∅/------1EEE=2EEE=3EEE=4EEE
DRAW (v.2)	L{EE--∅/------1EFi<2FFF=3FFF=4FFFU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFF
DRAW (v.3)	L{EE--∅/------1Eii=2Eii=3Eii=4EiiO{EE--∅/------1FEE{2EEE{3EEE{4EEEO{iitd∅/td1---1iii{2iEE{3EEE{4EEE
DRAW (v.4)	O=EEtd∅/frm1---1iFF<2FFF=3FFF=4FFF
DRAG (v.1)	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFF
DRAG (v.2)	O{EE--∅/------1EEE{2EEE{3EEE{4EEEL{EE--∅/------1EFi{2EFi{3EFi{4EFiL{EE--∅/------1EEE{2EEE{3EEE{4EEE
DOWNSIZE 	L{EE--∅/------1Eii<2FFF=3FFF=4FFF
DOWN (v.1)	O=iifrd∅/bm-2--1FEE=2FFF=3FFF=4FFF
DOWN (v.2)	L{EE--∅/------1EEE{2FEE{3iEE{4EEE
DOUBT 	O{iifrd∅/bd--3-1EEE{2EEE<3iii=4iiiO{iifrd∅/bd--3-1EFi{2EFi<3iii=4iii
DOUBLE (v.1)	O=EEfrd∅/rp-2--1EEE<2FEE=3FFE=4FFEL{EE--∅/------1EEE=2EEE=3EEE=4EEE
DOUBLE (v.2)	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
DORMITORY	O{iitd∅/td-2--1EEE<2iii=3FFF=4FFF
DORMITORY (alt.)	O{iitd∅/td-2--1EEE<2iii=3FFF=4FFFO{iitd∅/td12--1iii=2iii=3iii=4iiiO=iifrd∅/bm--3-1EEEx2Eii<3FFE=4FFEO=Fifrd∅/rp---41Fii=2Fii=3Fii=4FFE
(BE) DISTRACTED	O{iifrd∅/bd--3-1FEE{2FEE=3iii=4iii
DIVE	O{iifrd∅/bd--3-1FEE=2FEE=3iii=4iii
DIVIDE	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
DIVIDE (alt. 1)	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
DIVORCE	U<EE--∅/------1Fii=2Fii=3Fii=4FiiL{EE--∅/------1FFF=2FFF=3FFF=4FFF
DIZZY	L{EE--∅/------1Eii{2Eii{3Eii{4Eii
(WHAT TO) DO	O{iitd∅/td-2--1iEE=2iii=3FFF=4FFF
DOCTOR	L{EE--∅/------1Eii{2Eii{3Eii{4Eii
DR	O{iitd∅/td-2--1EEE<2iii=3FFF=4FFFO=iifrd∅/bm--3-1EEEx2Eii<3FFE=4FFE
DOCUMENT (v. 1)	L{EE--∅/------1Eii{2Eii{3Eii{4Eii
DOCUMENT (v. 1 alt.)	O{iitd∅/td-2--1EEE<2iii=3FFF=4FFFO{iitd∅/td12--1iii=2iii=3iii=4iiiO{EE--∅/------1Eii=2Eii=3Eii=4EiiO{iifrd∅/bd--3-1EEE=2EEE<3iii=4iiiO=Fifrd∅/rp---41Fii=2Fii=3Fii=4FFEO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFO=iifrd∅/rp--3-1Fii=2Fii<3FFE=4FFEO=iEfrd∅/rp-2--1iFi<2FFF=3FFF=4FFF
DOCUMENT (v. 2)	O{iitd∅/td12--1iii=2iii=3iii=4iiiL{EE--∅/------1EEE=2EEE=3EEE=4EEEL{EE--∅/------1EEE=2EEE=3EEE=4EEE
DOG (v. 1)	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
DOG (v. 2)	O{iitd∅/td-2--1EEE<2iii=3FFF=4FFF
DOG (v. 2 alt.)	O{iitd∅/td-2--1EEE<2iii=3FFF=4FFFO{iitd∅/td12--1iii=2iii=3iii=4iiiU=EEfrp∅/rp1---1FEE=2FFF=3FFF=4FFF
DOLL (v. 1)	O=iifrd∅/bm-2--1EFi<2FFF=3FFF=4FFF
DOLL (v. 2)	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
DOLL (v. 3)	O=iifrd∅/bm-2--1EFi<2FFF=3FFF=4FFFU<EE--∅/------1iEE=2iEE=3iEE=4iEE
DOMINANT	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFF
DONKEY	O=iifrd∅/frM--3-1EEE=2EEE=3EEE=4EEE
(DON'T) CARE	O{EEfrd∅/td12--1Fii=2Fii=3Fii=4FiiO{EE--∅/------1iEE{2iEE{3iEE{4iEE
(DON'T/DOESN'T/DIDN'T) KNOW	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
(DON'T) LIKE (v. 1)	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
(DON'T) LIKE (v. 2)	
(DON'T) WANT	L{EE--∅/------1Eii{2Eii{3Eii{4EiiL{EE--∅/------1EEE{2EEE{3EEE{4EEE
DOUGHTNUT (v. 1)	O{iitd∅/td1---1iii{2iEE{3EEE{4EEE
DOUGHTNUT (v. 2)	O=iifrd∅/bm--3-1EEEx2Eii<3FFE=4FFE
DOUGHNUT (v. 3)	O{iitd∅/td1---1iii{2iEE{3EEE{4EEE
DOOR (v. 1)	O=iifrd∅/frM--3-1EEE=2EEE=3EEE=4EEE
DOOR (v. 2)	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
EACH	L{EE--∅/------1FFF=2FFF=3FFF=4FFF
EACH OTHER 	L{EE--∅/------1FFF=2FFF=3FFF=4FFF
EAGLE	O=iifrd∅/bm-2--1EFi<2FFF=3FFF=4FFF
EAR	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
EARLY (v.1)	L{EE--∅/------1EEE{2FEE{3iEE{4EEE
EARLY (v.1 alt.)	O<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFO=iifrd∅/bm--3-1EEEx2Eii<3FFE=4FFEL{EE--∅/------1EEE<2FFF=3FFF=4FFFL{EE--∅/------1FFE=2FFE=3FFE<4EEE
EARLY (v.2)	L{EE--∅/------1EEE{2FEE{3iEE{4EEEU<EE--∅/------1iEE=2iEE=3iEE=4iEE
EARLY (v.3)	L{EE--∅/------1Eii{2Eii{3Eii{4Eii
EARLY (v.4)	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFFL{EE--∅/------1Eii{2Eii{3Eii{4EiiU<EE--∅/------1iEE=2iEE=3iEE=4iEE
EARN	L{EE--∅/------1Eii{2Eii{3Eii{4EiiL{EE--∅/------1EEE=2EEE=3EEE=4EEE
EARRINGS	O{ii--∅/------1iii<2FFF=3FFF=4FFF
EARTH (v.1)	O{EE--∅/------1EEE{2FEE<3iEE{4EEEU<EE--∅/------1iEE=2iEE=3iEE=4iEE
EARTH (v.2)	O{EEfrd∅/frd12--1FEE=2FEE=3FEE=4FEEO{EEfrp∅/rd1---1Fii=2Fii=3Fii=4Fii
EAST	O<Fibd∅/td123-1iFF=2iFF=3iFF=4iFF
EASTER	O<Fibd∅/td123-1iFF=2iFF=3iFF=4iFF
EASY (v.1)	L{EE--∅/------1EEE=2EEE=3EEE=4EEEL{EE--∅/------1FEE=2FEE=3FEE=4FEE
EASY (v.2)	O=iifrd∅/bm-2--1Eii<2FFF=3FFF=4FFF
EAT	O{EEfrd∅/td12--1Fii=2Fii=3Fii=4Fii
EDGE	L{EE--∅/------1FEE=2FEE=3FEE=4FEEU<EE--∅/------1iEE=2iEE=3iEE=4iEE
EDIT (v.2)	O=EEtd∅/frm1---1iFF<2FFF=3FFF=4FFF
EDIT (v.3)	O{iifrd∅/bd--3-1iEE{2FEE=3iii=4iii
EGG (v.1)	O{iifrd∅/bd--3-1FEE=2FEE=3iii=4iii
EGG (v.2)	L{EE--∅/------1FEE=2FEE=3FFE=4FFEO=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFF
EGO	O<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFU=EEfrp∅/rp1---1FEE=2FFF=3FFF=4FFFO{iitd∅/td12--1iii=2iii=3iii=4iii
EIGHT	O{iifrd∅/frd-2--1EEE{2iiE<3iEE{4EEE
EITHER (v.1)	O{iifrd∅/bd--3-1EEE{2EEE<3iii=4iiiO{EE--∅/------1FEE{2EEE{3EEE{4EEEO{iitd∅/td1---1iii{2iEE{3EEE{4EEE
EITHER (v.2)	O{iifrd∅/bd--3-1FEE{2FEE=3iii=4iiiO{iifrd∅/bd--3-1EEE{2EEE<3iii=4iii
EITHER (v.3)	L{EE--∅/------1FFE=2FFE=3FFE<4EEE
ELEGANT	L{EE--∅/------1EEE{2EEE{3EEE{4EEE
ELEMENTARY SCHOOL	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
ELEPHANT	O{EE--∅/------1Eii=2Eii=3Eii=4Eii
ELEVATOR	O{iifrd∅/bd--3-1FEE{2FEE=3iii=4iiiL{EE--∅/------1EEE=2EEE=3EEE=4EEE
EMBARRASSED (v.1)	O{EE--∅/------1Eii{2Eii{3Eii{4EiiO=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFF
EMBARRASSED (v.2)	L{EE--∅/------1EEE{2EEE{3EEE{4EEE
EMOTION	O<Fibd∅/td123-1iFF=2iFF=3iFF=4iFF
EMPHASIZE	L{EE--∅/------1FFF=2FFF=3FFF=4FFFL{EE--∅/------1EEE=2EEE=3EEE=4EEE
EMPTY (v.1)	L{EE--∅/------1EEE{2FEE{3iEE{4EEEU<EE--∅/------1iEE=2iEE=3iEE=4iEE
EMPTY (v.2)	L{EE--∅/------1FEE=2FEE=3FEE=4FEE
END (v.1)	L{EE--∅/------1EEE{2EEE{3EEE{4EEE
END (v.2)	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
END (v.3)	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
END (v.4)	O=iifrd∅/bm1---1FFE=2FFE=3FFE=4EEE
ENEMY	O=iifrd∅/bm-2--1FEE=2FFF=3FFF=4FFF
ENERGY	O<Fibd∅/td123-1iFF=2iFF=3iFF=4iFF
ENGAGED (v.1)	O<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFU<EE--∅/------1iEE=2iEE=3iEE=4iEE
ENGAGED (v.2)	L{EE--∅/------1FFF=2FFF=3FFF=4FFFL{EE--∅/------1FEE=2FEE=3FFE=4FFEL{EE--∅/------1FFF=2FFF=3FFF=4FFF
ENGINE	L{EE--∅/------1EFi{2EFi{3EFi{4EFi
ENGLISH	L{EE--∅/------1Eii=2Eii=3Eii=4EiiU<EE--∅/------1iEE=2iEE=3iEE=4iEE
ENJOY	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
ENOUGH	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
ENVELOPE	O{EE--∅/------1iEE<2FFF=3FFF=4FFFO{EEfrd∅/frd1---1FEE=2FFF=3FFF=4FFF
ENVIRONMENT	O<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFO=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
EQUAL	L{EE--∅/------1FEE=2FEE=3FEE=4FEE
ERASE (PENCIL MARKS) (v.1)	U=EEfrd∅/rm1---1iFi=2FFF=3FFF=4FFFL{EE--∅/------1EEE=2EEE=3EEE=4EEE
ERASE (BOARD) (v.2)	U=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFF
ERUPT	O{EEfrd∅/frd12--1FEE=2FEE=3FEE=4FEEO{EE--∅/------1iEE{2iEE{3iEE{4iEEO{EE--∅/------1Eii=2Eii=3Eii=4Eii
ESCALATOR	O{iifrd∅/bd--3-1FEE=2FEE=3iii=4iiiU<EE--∅/------1iEE=2iEE=3iEE=4iEE
ESCAPE	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFFL{EE--∅/------1EEE=2EEE=3EEE=4EEE
EVALUATE (v.2)	O<Fibd∅/td123-1iFF=2iFF=3iFF=4iFF
EVEN (v.2)	L{EE--∅/------1FEE=2FEE=3FEE=4FEE
EVEN (v.3)	L{EE--∅/------1FEE=2FEE=3FEE=4FEE
EVEN (v.4)	O<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFO{iifrd∅/bd--3-1EEE{2EEE<3iii=4iiiO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFO=iifrd∅/rp--3-1Fii=2Fii<3FFE=4FFE
(GET) EVEN (v.6)	L{EE--∅/------1FEE=2FEE=3FEE=4FEE
EVENING	L{EE--∅/------1FEE=2FEE=3FEE=4FEEU<EE--∅/------1iEE=2iEE=3iEE=4iEE
EVENT (v.2)	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
EVERYDAY	U=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFF
EVERYTHING (v.1)	U=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFL{EE--∅/------1EEE{2EEE{3EEE{4EEE
EVERYTHING (v.2)	O{EE--∅/------1iEE{2iEE{3iEE{4iEEO{EEfrd∅/frd12--1FEE=2FEE=3FEE=4FEEO{EE--∅/------1Eii=2Eii=3Eii=4Eii
EVIDENCE 	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
EXAMPLE	O=iifrd∅/bm-2--1FEE=2FFF=3FFF=4FFFL{EE--∅/------1EEE=2EEE=3EEE=4EEE
EXCITED 	L{EE--∅/------1EEE{2FEE{3iEE{4EEE
EXCUSE (v.1)	O=iifrd∅/frM--3-1EEE=2EEE=3EEE=4EEEL{EE--∅/------1EEE=2EEE=3EEE=4EEE
EXCUSE (v.2)	L{EE--∅/------1FEE=2FEE=3FEE=4FEE
EXERCISE (v.1)	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFF
EXERCISE (v.2)	U=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFO=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
EXPENSIVE 	O{EEfrd∅/frd12--1FEE=2FEE=3FEE=4FEEO{EE--∅/------1iEE{2iEE{3iEE{4iEEL{EE--∅/------1EEE=2EEE=3EEE=4EEE
EXPERIENCE	O{EE--∅/------1iEE{2iEE{3iEE{4iEEO{EEfrd∅/frd12--1FEE=2FEE=3FEE=4FEE
EXPERIENCED	O{EE--∅/------1iEE{2iEE{3iEE{4iEEO{EEfrd∅/frd12--1FEE=2FEE=3FEE=4FEE
EXPERIMENT (v.1)	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFFO=iifrd∅/bm-2--1EFi<2FFF=3FFF=4FFF
EXPERIMENT (v.2)	O<Fibd∅/td123-1iFF=2iFF=3iFF=4iFF
EXPERT (v.1)	O{EE--∅/------1Eii=2Eii=3Eii=4Eii
EXPERT (v.2)	O{iitd∅/td1---1iii{2iEE{3EEE{4EEE
EXPLAIN	O{iitd∅/td1---1iii{2iEE{3EEE{4EEE
EXPLODE	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFF
EXPRESS (v.1)	O=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFFL{EE--∅/------1Eii{2Eii{3Eii{4Eii
EXPRESS (v.2)	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
EXPRESS (v.2 alt.)	O<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFO=iifrd∅/bm-2--1EFi<2FFF=3FFF=4FFFO=EEfrd∅/rp-2--1EEE<2FEE=3FFE=4FFEO=iifrd∅/bm--3-1EEEx2Eii<3FFE=4FFEO<Fibd∅/td123-1iFF=2iFF=3iFF=4iFFO=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFFO=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFF
EYE	O=iifrd∅/bm-2--1FEE=2FFF=3FFF=4FFF
FACE (v. 2)	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
FACE (v. 1)	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
FACULTY	O{iitd∅/td1---1iii{2iEE{3EEE{4EEEU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFO{EE--∅/------1Eii=2Eii=3Eii=4EiiO{iifrd∅/bd--3-1EEE=2EEE<3iii=4iiiL{EE--∅/------1EEE<2FFF=3FFF=4FFFO=iEfrd∅/rp-2--1iFi<2FFF=3FFF=4FFFL{EE--∅/------1FFE=2FFE=3FFE<4EEE
FACULTY (alt.)	O{iitd∅/td1---1iii{2iEE{3EEE{4EEEU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFO{EE--∅/------1Eii=2Eii=3Eii=4Eii
FAIL	O=EEfrd∅/rp-2--1EEE<2FEE=3FFE=4FFEL{EE--∅/------1EEE=2EEE=3EEE=4EEE
FAINT (v. 1)	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFFU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFL{EE--∅/------1EEE{2EEE{3EEE{4EEE
FAINT (v. 2)	L{EE--∅/------1EEE{2FEE{3iEE{4EEE
FAIR (v. 1)	L{EE--∅/------1FEE=2FEE=3FEE=4FEE
FAIR (v. 2)	L{EE--∅/------1EEE{2EEE{3EEE{4EEE
FAIR (v. 3)	O{iitd∅/td1---1iii{2iEE{3EEE{4EEEU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFO=iifrd∅/bm1---1FFE=2FFE=3FFE=4EEEO=iifrd∅/bm--3-1EEEx2Eii<3FFE=4FFE
FAIR (v. 4)	O{EE--∅/------1iEE{2iEE{3iEE{4iEEO{EEfrd∅/frd12--1FEE=2FEE=3FEE=4FEE
FAIR (v. 5)	O{iifrd∅/bd--3-1EFi{2EFi<3iii=4iii
FAKE (v. 1)	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
FAKE (v. 3)	O=iibd∅/frp---41FEE=2FEE=3FEE=4FEE
FALL (v. 1)	O=iifrd∅/frM--3-1EEE=2EEE=3EEE=4EEE
FALL (v. 2)	U<EE--∅/------1iEE=2iEE=3iEE=4iEEO=iifrd∅/bm-2--1FFF=2FFF=3FFF=4FFF
FALL (v. 3)	O{iifrd∅/bd--3-1EEE{2EEE<3iii=4iiiL{EE--∅/------1EEE=2EEE=3EEE=4EEE
FALL (v. 4)	O{iifrd∅/bd--3-1FEE=2FEE=3iii=4iii
FALL (v. 6)	L{EE--∅/------1EEE=2EEE=3EEE=4EEE
FALL_ASLEEP (v. 1)	O{EE--∅/------1iEE{2iEE{3iEE{4iEEO{EEfrd∅/td12--1Fii=2Fii=3Fii=4Fii
FALL_ASLEEP (v. 2)	L{EE--∅/------1FEE=2FEE=3FEE=4FEE
FALL_ASLEEP (v. 3)	O{EE--∅/------1iEE{2iEE{3iEE{4iEEU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFF
FAMILY	O{iitd∅/td1---1iii{2iEE{3EEE{4EEE
FAMOUS	O=iifrd∅/bm-2--1FEE=2FFF=3FFF=4FFF
FAN (v. 1)	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
(CEILING) FAN (v. 2)	O=iifrd∅/bm-2--1EEE<2FFF=3FFF=4FFF
FAN (v. 3)	O{EEfrd∅/frd12--1FEE=2FEE=3FEE=4FEE
FAN (v. 4)	O{iitd∅/td1---1iii{2iEE{3EEE{4EEEU=EEfrd∅/rp1---1FFF=2FFF=3FFF=4FFFO=iifrd∅/rp--3-1Fii=2Fii<3FFE=4FFE
FANTASY (v. 1)	O=iifrd∅/bm1---1FFE=2FFE=3FFE=4EEE
